2019-04-07 21:11:34,232  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,253  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,289  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,333  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,650  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:34,676  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='name']
2019-04-07 21:11:34,689  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:34,707  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[@name='dob']
2019-04-07 21:11:34,719  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:34,736  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //textarea[@name='addr']
2019-04-07 21:11:34,747  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:34,775  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'city')]
2019-04-07 21:11:34,787  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:34,811  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'state')]
2019-04-07 21:11:34,831  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:34,865  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:34,881  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:34,900  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:34,914  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:34,933  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:34,949  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,971  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,996  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'res')]
2019-04-07 21:11:35,027  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'res')]
2019-04-07 21:11:35,043  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'res')]
2019-04-07 21:11:35,083  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'res')]
2019-04-07 21:11:35,084  INFO [main] Guru99 Bank:31 - Trying to click on: [[ChromeDriver: chrome on XP (46e45dc1be3764d8fc11aa3627b63706)] -> xpath: //input[contains(@name,'res')]]
